term_str,n,n_chars,p,i,max_pos,max_pos_group,stop,stem_porter,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_sentiment
rehabilitation,4,14,3.0314972564949827e-05,15.009609957636428,NN,NN,0,rehabilit,0,1,0,0,0,0,1,0,0,0,1
reject,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,reject,1,0,0,1,0,1,0,1,0,0,-1
rejection,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,reject,1,0,1,1,0,1,0,1,0,0,-1
relevant,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,relev,0,0,0,0,0,0,1,0,0,1,1
reliable,4,8,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,reliabl,0,0,0,0,0,0,1,0,0,1,1
reluctant,2,9,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,reluct,0,0,0,1,0,1,0,0,0,0,-1
remains,5,7,3.7893715706187286e-05,14.687681862749066,VBZ,VB,0,remain,0,0,1,1,0,1,1,0,0,1,0
remarkable,4,10,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,remark,0,0,0,0,1,0,1,0,1,1,1
remedy,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,remedi,0,1,0,0,1,0,1,0,0,1,1
remove,3,6,2.2736229423712372e-05,15.424647456915272,VB,VB,0,remov,1,0,0,1,0,1,0,1,0,0,-1
reporter,5,8,3.7893715706187286e-05,14.687681862749066,NN,NN,0,report,0,0,0,0,0,0,1,0,0,1,1
rescue,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,rescu,0,1,0,0,1,0,1,0,1,1,1
resent,4,6,3.0314972564949827e-05,15.009609957636428,VBP,VB,0,resent,1,0,0,0,0,1,0,0,0,0,-1
resentful,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,resent,1,0,0,0,0,1,0,0,0,0,-1
resign,4,6,3.0314972564949827e-05,15.009609957636428,VB,VB,0,resign,1,0,1,1,0,1,0,1,0,0,-1
resignation,8,11,6.0629945129899655e-05,14.009609957636428,NN,NN,0,resign,0,0,0,0,0,1,0,1,1,0,-1
resigned,9,8,6.820868827113711e-05,13.839684956194116,VBD,VB,0,resign,0,0,0,0,0,1,0,1,0,0,-1
resistance,2,10,1.5157486282474914e-05,16.009609957636428,NN,NN,0,resist,1,0,0,0,0,1,0,0,0,0,-1
resisting,1,9,7.578743141237457e-06,17.009609957636428,VBG,VB,0,resist,1,0,0,1,0,1,0,1,0,0,-1
resources,4,9,3.0314972564949827e-05,15.009609957636428,NNS,NN,0,resourc,0,0,0,0,1,0,1,0,0,1,1
respect,7,7,5.30512019886622e-05,14.202255035578824,NN,NN,0,respect,0,1,0,0,1,0,1,0,0,1,1
respectable,2,11,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,respect,0,0,0,0,0,0,1,0,0,1,1
respects,3,8,2.2736229423712372e-05,15.424647456915272,NNS,NN,0,respect,0,0,0,0,0,0,1,0,0,1,1
responsible,12,11,9.094491769484948e-05,13.424647456915272,JJ,JJ,0,respons,0,0,0,0,0,0,1,0,0,1,1
restorative,1,11,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,restor,0,1,0,0,1,0,1,0,0,1,1
retard,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,retard,0,0,1,1,0,1,0,1,0,0,-1
retirement,5,10,3.7893715706187286e-05,14.687681862749066,NN,NN,0,retir,0,1,0,1,1,1,1,1,0,1,0
retribution,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,retribut,1,0,0,1,0,1,0,1,0,0,-1
reunion,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,reunion,0,1,0,0,0,0,1,0,0,1,1
revel,2,5,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,revel,0,0,0,0,1,0,1,0,0,0,1
revels,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,revel,0,0,0,0,1,0,1,0,0,0,1
revive,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,reviv,0,1,0,0,0,1,1,0,0,0,0
revolt,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,revolt,1,0,0,0,0,1,0,0,1,0,-1
revolution,7,10,5.30512019886622e-05,14.202255035578824,NN,NN,0,revolut,1,1,0,1,0,1,1,1,1,0,0
revolver,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,revolv,1,0,0,1,0,1,0,1,0,0,-1
reward,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,reward,0,1,0,0,1,0,1,0,1,1,1
ridicule,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,ridicul,1,0,1,0,0,1,0,1,0,0,-1
ridiculous,2,10,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,ridicul,1,0,1,0,0,1,0,0,0,0,-1
rifle,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,rifl,1,0,0,1,0,1,0,0,0,0,-1
ringer,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,ringer,1,0,0,0,0,1,0,0,0,0,-1
riot,9,4,6.820868827113711e-05,13.839684956194116,NN,NN,0,riot,1,0,0,1,0,1,0,0,0,0,-1
rising,3,6,2.2736229423712372e-05,15.424647456915272,VBG,VB,0,rise,0,1,0,0,1,0,1,0,0,0,1
risk,3,4,2.2736229423712372e-05,15.424647456915272,NN,NN,0,risk,0,1,0,1,0,1,0,0,0,0,-1
rob,2,3,1.5157486282474914e-05,16.009609957636428,VB,VB,0,rob,1,0,1,1,0,1,0,1,0,0,-1
robber,3,6,2.2736229423712372e-05,15.424647456915272,NN,NN,0,robber,0,0,1,1,0,1,0,0,0,0,-1
robbery,3,7,2.2736229423712372e-05,15.424647456915272,NN,NN,0,robberi,1,0,1,1,0,1,0,1,0,0,-1
rollicking,1,10,7.578743141237457e-06,17.009609957636428,VBG,VB,0,rollick,0,0,0,0,1,0,1,0,0,0,1
romance,9,7,6.820868827113711e-05,13.839684956194116,NN,NN,0,romanc,0,1,0,1,1,0,1,1,1,1,1
romantic,4,8,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,romant,0,1,0,0,1,0,1,0,0,1,1
routine,5,7,3.7893715706187286e-05,14.687681862749066,NN,NN,0,routin,0,0,0,0,0,0,1,0,0,1,1
row,4,3,3.0314972564949827e-05,15.009609957636428,NNP,NN,0,row,1,0,0,0,0,1,0,0,0,0,-1
rue,1,3,7.578743141237457e-06,17.009609957636428,NNP,NN,0,rue,0,0,0,0,0,1,0,1,0,0,-1
rule,4,4,3.0314972564949827e-05,15.009609957636428,NN,NN,0,rule,0,0,0,1,0,0,0,0,0,1,0
rumor,1,5,7.578743141237457e-06,17.009609957636428,NNP,NN,0,rumor,0,0,0,0,0,1,0,1,0,0,-1
runaway,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,runaway,0,0,0,0,0,1,0,1,0,0,-1
ruthless,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,ruthless,1,0,1,1,0,1,0,0,0,0,-1
sacrifices,1,10,7.578743141237457e-06,17.009609957636428,NNS,NN,0,sacrific,0,0,1,1,0,1,0,1,0,0,-1
sadly,3,5,2.2736229423712372e-05,15.424647456915272,RB,RB,0,sadli,0,0,0,0,0,1,0,1,0,0,-1
safe,5,4,3.7893715706187286e-05,14.687681862749066,JJ,JJ,0,safe,0,0,0,0,1,0,1,0,0,1,1
salary,6,6,4.5472458847424745e-05,14.424647456915272,JJ,JJ,0,salari,0,1,0,0,1,0,1,0,0,1,1
salute,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,salut,0,0,0,0,1,0,1,0,0,0,1
satisfied,5,9,3.7893715706187286e-05,14.687681862749066,NNP,NN,0,satisfi,0,0,0,0,1,0,1,0,0,0,1
saturated,1,9,7.578743141237457e-06,17.009609957636428,VBN,VB,0,satur,0,0,1,0,0,1,0,0,0,0,-1
savage,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,savag,1,0,0,1,0,1,0,0,0,0,-1
save,11,4,8.336617455361203e-05,13.550178338999132,VB,VB,0,save,0,0,0,0,1,0,1,0,0,1,1
scandal,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,scandal,0,0,0,1,0,1,0,0,0,0,-1
scapegoat,3,9,2.2736229423712372e-05,15.424647456915272,NN,NN,0,scapegoat,1,0,0,1,0,1,0,0,0,0,-1
scarce,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,scarc,0,0,0,1,0,1,0,1,0,0,-1
scarcely,1,8,7.578743141237457e-06,17.009609957636428,RB,RB,0,scarc,0,0,0,0,0,1,0,1,0,0,-1
scare,3,5,2.2736229423712372e-05,15.424647456915272,VB,VB,0,scare,1,1,0,1,0,1,0,0,1,0,-1
scholarship,14,11,0.0001061024039773,13.202255035578824,NN,NN,0,scholarship,0,0,0,0,1,0,1,0,0,0,1
scientific,1,10,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,scientif,0,0,0,0,0,0,1,0,0,1,1
score,8,5,6.0629945129899655e-05,14.009609957636428,VB,VB,0,score,0,1,0,0,1,0,1,0,1,0,1
scream,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,scream,1,0,1,1,0,1,0,0,1,0,-1
screaming,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,scream,1,0,1,1,0,1,0,0,0,0,-1
seal,1,4,7.578743141237457e-06,17.009609957636428,VBP,VB,0,seal,0,0,0,0,0,0,1,0,0,1,1
seclusion,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,seclus,0,0,0,1,0,1,1,0,0,0,0
seize,1,5,7.578743141237457e-06,17.009609957636428,NNP,NN,0,seiz,0,0,0,1,0,1,0,0,0,0,-1
seniority,2,9,1.5157486282474914e-05,16.009609957636428,NN,NN,0,senior,0,0,0,0,0,0,1,0,0,1,1
sensational,4,11,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,sensat,0,0,0,0,1,0,1,0,0,0,1
senseless,2,9,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,senseless,1,0,1,1,0,1,0,1,1,0,-1
sensuous,5,8,3.7893715706187286e-05,14.687681862749066,JJ,JJ,0,sensuou,0,0,0,0,1,0,1,0,0,0,1
sentence,21,8,0.0001591536059659,12.617292534857668,NN,NN,0,sentenc,1,1,1,1,0,1,0,1,0,0,-1
sentinel,1,8,7.578743141237457e-06,17.009609957636428,NNP,NN,0,sentinel,0,0,0,0,0,0,1,0,0,1,1
separatist,2,10,1.5157486282474914e-05,16.009609957636428,NN,NN,0,separatist,1,0,1,0,0,1,0,0,0,0,-1
seriousness,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,serious,0,0,0,1,0,0,0,1,0,0,0
serve,16,5,0.0001212598902597,13.009609957636428,VB,VB,0,serv,0,0,0,0,0,1,0,0,0,1,-1
sex,26,3,0.0001970473216721,12.309170239495336,NN,NN,0,sex,0,1,0,0,1,0,1,0,0,1,1
shabby,1,6,7.578743141237457e-06,17.009609957636428,RB,RB,0,shabbi,0,0,1,0,0,1,0,0,0,0,-1
shack,3,5,2.2736229423712372e-05,15.424647456915272,NN,NN,0,shack,0,0,1,0,0,1,0,1,0,0,-1
shaking,2,7,1.5157486282474914e-05,16.009609957636428,VBG,VB,0,shake,0,0,0,1,0,1,0,0,0,0,-1
shaky,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,shaki,1,1,0,1,0,1,0,0,0,0,-1
shame,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,shame,0,0,1,1,0,1,0,1,0,0,-1
share,23,5,0.0001743110922484,12.486048001579416,NN,NN,0,share,0,1,0,0,1,0,1,0,0,1,1
shattered,3,9,2.2736229423712372e-05,15.424647456915272,VBN,VB,0,shatter,0,0,0,0,0,1,0,1,0,0,-1
shell,6,5,4.5472458847424745e-05,14.424647456915272,NN,NN,0,shell,1,0,0,1,0,1,0,1,1,0,-1
shelter,3,7,2.2736229423712372e-05,15.424647456915272,NN,NN,0,shelter,0,0,0,0,0,0,1,0,0,1,1
shining,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,shine,0,1,0,0,1,0,1,0,0,0,1
shock,4,5,3.0314972564949827e-05,15.009609957636428,NN,NN,0,shock,1,0,0,1,0,1,0,0,1,0,-1
shoot,4,5,3.0314972564949827e-05,15.009609957636428,VB,VB,0,shoot,1,0,0,1,0,1,0,0,0,0,-1
shooting,11,8,8.336617455361203e-05,13.550178338999132,NN,NN,0,shoot,1,0,0,1,0,1,0,0,0,0,-1
shoplifting,3,11,2.2736229423712372e-05,15.424647456915272,VBG,VB,0,shoplift,1,0,1,0,0,1,0,0,0,0,-1
shopping,3,8,2.2736229423712372e-05,15.424647456915272,VBG,VB,0,shop,0,1,0,0,1,0,1,0,1,1,1
shortage,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,shortag,1,0,0,1,0,1,0,1,0,0,-1
shot,24,4,0.0001818898353896,12.424647456915272,VBD,VB,0,shot,1,0,0,1,0,1,0,1,1,0,-1
shoulder,3,8,2.2736229423712372e-05,15.424647456915272,NN,NN,0,shoulder,0,0,0,0,0,0,1,0,0,1,1
shout,1,5,7.578743141237457e-06,17.009609957636428,NN,NN,0,shout,1,0,0,0,0,0,0,0,1,0,0
shun,2,4,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,shun,1,0,1,0,0,1,0,1,0,0,-1
sick,2,4,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,sick,0,0,1,0,0,1,0,1,0,0,-1
sickness,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,sick,0,0,1,1,0,1,0,1,0,0,-1
sin,1,3,7.578743141237457e-06,17.009609957636428,NNP,NN,0,sin,1,0,1,1,0,1,0,1,0,0,-1
sincere,2,7,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,sincer,0,0,0,0,0,0,1,0,0,1,1
sinful,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,sin,1,0,1,1,0,1,0,1,0,0,-1
sing,16,4,0.0001212598902597,13.009609957636428,VBG,VB,0,sing,0,1,0,0,1,0,1,1,0,1,1
sir,5,3,3.7893715706187286e-05,14.687681862749066,NNP,NN,0,sir,0,0,0,0,0,0,1,0,0,1,1
skirmish,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,skirmish,1,0,0,0,0,1,0,0,0,0,-1
slaughter,1,9,7.578743141237457e-06,17.009609957636428,NNP,NN,0,slaughter,1,0,1,1,0,1,0,1,1,0,-1
slave,7,5,5.30512019886622e-05,14.202255035578824,NN,NN,0,slave,1,0,0,1,0,1,0,1,0,0,-1
slavery,4,7,3.0314972564949827e-05,15.009609957636428,NN,NN,0,slaveri,1,0,1,1,0,1,0,1,0,0,-1
slip,8,4,6.0629945129899655e-05,14.009609957636428,NN,NN,0,slip,0,0,0,0,0,1,0,0,1,0,-1
sloppy,2,6,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,sloppi,0,0,1,0,0,1,0,0,0,0,-1
slum,4,4,3.0314972564949827e-05,15.009609957636428,NN,NN,0,slum,0,0,1,0,0,1,0,0,0,0,-1
smash,2,5,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,smash,1,0,0,1,0,1,0,0,0,0,-1
smile,5,5,3.7893715706187286e-05,14.687681862749066,NN,NN,0,smile,0,0,0,0,1,0,1,0,1,1,1
smiling,5,7,3.7893715706187286e-05,14.687681862749066,VBG,VB,0,smile,0,0,0,0,1,0,1,0,0,0,1
snare,1,5,7.578743141237457e-06,17.009609957636428,VB,VB,0,snare,0,0,0,1,0,1,0,0,0,0,-1
sneak,1,5,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,sneak,1,0,0,1,0,1,0,0,1,0,-1
soil,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,soil,0,0,1,0,0,1,0,0,0,0,-1
soldier,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,soldier,1,0,0,0,0,0,1,1,0,0,1
sore,1,4,7.578743141237457e-06,17.009609957636428,RB,RB,0,sore,1,0,0,0,0,1,0,1,0,0,-1
sorrow,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,sorrow,0,0,0,1,0,1,0,1,0,0,-1
spank,1,5,7.578743141237457e-06,17.009609957636428,VB,VB,0,spank,1,0,0,1,0,1,0,1,0,0,-1
sparkle,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,sparkl,0,1,0,0,1,0,1,0,1,0,1
spat,1,4,7.578743141237457e-06,17.009609957636428,NNP,NN,0,spat,1,0,0,0,0,1,0,0,0,0,-1
special,47,7,0.0003562009276381,11.45502110595879,JJ,JJ,0,special,0,0,0,0,1,0,1,0,0,0,1
spectacular,3,11,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,spectacular,0,1,0,0,0,0,0,0,1,0,0
speculation,3,11,2.2736229423712372e-05,15.424647456915272,NN,NN,0,specul,0,0,0,1,0,1,0,1,0,0,-1
spirits,4,7,3.0314972564949827e-05,15.009609957636428,NNS,NN,0,spirit,0,1,0,0,1,0,1,0,1,0,1
spoil,1,5,7.578743141237457e-06,17.009609957636428,VB,VB,0,spoil,0,0,1,0,0,1,0,0,0,0,-1
sponsor,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,sponsor,0,0,0,0,0,0,1,0,0,1,1
spotless,2,8,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,spotless,0,0,0,0,0,0,1,0,0,1,1
spouse,3,6,2.2736229423712372e-05,15.424647456915272,NN,NN,0,spous,0,0,0,0,1,0,1,0,0,1,1
stab,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,stab,1,0,0,1,0,1,0,1,1,0,-1
stable,2,6,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,stabl,0,0,0,0,0,0,1,0,0,1,1
stamina,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,stamina,0,0,0,0,0,0,1,0,0,1,1
star,69,4,0.0005229332767453,10.90108550085826,NN,NN,0,star,0,1,0,0,1,0,1,0,0,1,1
stark,1,5,7.578743141237457e-06,17.009609957636428,NNP,NN,0,stark,0,0,0,0,0,1,0,0,0,1,-1
starvation,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,starvat,0,0,0,1,0,1,0,1,0,0,-1
statement,10,9,7.578743141237457e-05,13.687681862749066,NN,NN,0,statement,0,0,0,0,0,0,1,0,0,1,1
steady,1,6,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,steadi,0,0,0,0,0,0,0,0,1,1,0
steal,1,5,7.578743141237457e-06,17.009609957636428,NN,NN,0,steal,1,0,0,1,0,1,0,1,0,0,-1
stealing,4,8,3.0314972564949827e-05,15.009609957636428,VBG,VB,0,steal,0,0,1,1,0,1,0,0,0,0,-1
sterling,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,sterl,1,1,0,0,1,1,1,0,0,1,0
steward,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,steward,0,0,0,0,0,0,1,0,0,1,1
stillborn,1,9,7.578743141237457e-06,17.009609957636428,VBN,VB,0,stillborn,0,0,0,0,0,1,0,1,0,0,-1
stint,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,stint,0,0,0,1,0,1,0,1,0,0,-1
stolen,4,6,3.0314972564949827e-05,15.009609957636428,VBN,VB,0,stolen,1,0,0,0,0,1,0,0,0,0,-1
stone,6,5,4.5472458847424745e-05,14.424647456915272,NNP,NN,0,stone,1,0,0,0,0,1,0,0,0,0,-1
store,30,5,0.0002273622942371,12.10271936202791,NN,NN,0,store,0,1,0,0,0,0,1,0,0,0,1
storm,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,storm,1,0,0,0,0,1,0,0,0,0,-1
stormy,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,stormi,0,0,0,1,0,1,0,0,0,0,-1
stranger,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,stranger,0,0,0,1,0,1,0,0,0,0,-1
strength,9,8,6.820868827113711e-05,13.839684956194116,NN,NN,0,strength,0,0,0,0,0,0,1,0,0,1,1
strife,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,strife,1,0,0,0,0,1,0,0,0,0,-1
strike,4,6,3.0314972564949827e-05,15.009609957636428,VB,VB,0,strike,1,0,0,0,0,1,0,0,0,0,-1
strip,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,strip,0,0,0,0,0,1,0,1,0,0,-1
stripped,1,8,7.578743141237457e-06,17.009609957636428,VBD,VB,0,strip,1,1,1,1,0,1,0,1,0,0,-1
stroke,4,6,3.0314972564949827e-05,15.009609957636428,NN,NN,0,stroke,0,0,0,1,0,1,0,1,0,0,-1
structure,3,9,2.2736229423712372e-05,15.424647456915272,NN,NN,0,structur,0,0,0,0,0,0,1,0,0,1,1
struggle,4,8,3.0314972564949827e-05,15.009609957636428,NN,NN,0,struggl,1,0,0,1,0,1,0,1,0,0,-1
subversive,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,subvers,1,0,0,0,0,1,0,0,1,0,-1
succeed,3,7,2.2736229423712372e-05,15.424647456915272,VB,VB,0,succeed,0,1,0,0,1,0,1,0,1,1,1
succeeding,2,10,1.5157486282474914e-05,16.009609957636428,VBG,VB,0,succeed,0,1,0,0,1,0,1,0,0,1,1
success,17,7,0.000128838633401,12.922147116386087,NN,NN,0,success,0,1,0,0,1,0,1,0,0,0,1
successful,12,10,9.094491769484948e-05,13.424647456915272,JJ,JJ,0,success,0,1,0,0,1,0,1,0,0,1,1
sue,4,3,3.0314972564949827e-05,15.009609957636428,NNP,NN,0,sue,1,0,0,0,0,1,0,1,0,0,-1
suffering,7,9,5.30512019886622e-05,14.202255035578824,VBG,VB,0,suffer,0,0,1,1,0,1,0,1,0,0,-1
suffocating,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,suffoc,0,0,1,1,0,1,0,1,0,0,-1
suicide,17,7,0.000128838633401,12.922147116386087,NN,NN,0,suicid,1,0,0,1,0,1,0,1,0,0,-1
sun,11,3,8.336617455361203e-05,13.550178338999132,NNP,NN,0,sun,0,1,0,0,1,0,1,0,1,1,1
sunny,1,5,7.578743141237457e-06,17.009609957636428,NN,NN,0,sunni,0,1,0,0,1,0,1,0,1,0,1
sunset,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,sunset,0,1,0,0,0,0,1,0,0,0,1
sunshine,5,8,3.7893715706187286e-05,14.687681862749066,NNP,NN,0,sunshin,0,0,0,0,1,0,1,0,0,0,1
superstar,3,9,2.2736229423712372e-05,15.424647456915272,NN,NN,0,superstar,0,0,0,0,1,0,1,0,0,1,1
superstitious,1,13,7.578743141237457e-06,17.009609957636428,NNP,NN,0,superstiti,0,1,0,1,0,1,0,0,0,0,-1
supporter,2,9,1.5157486282474914e-05,16.009609957636428,NN,NN,0,support,0,0,0,0,1,0,1,0,0,1,1
supporting,4,10,3.0314972564949827e-05,15.009609957636428,VBG,VB,0,support,0,0,0,0,0,0,1,0,0,1,1
supremacy,2,9,1.5157486282474914e-05,16.009609957636428,NN,NN,0,supremaci,1,1,0,1,1,1,1,0,1,1,0
surgery,10,7,7.578743141237457e-05,13.687681862749066,NN,NN,0,surgeri,0,0,0,1,0,0,0,1,0,0,0
surprise,15,8,0.0001136811471185,13.10271936202791,NN,NN,0,surpris,0,0,0,1,1,0,1,0,1,0,1
surprisingly,2,12,1.5157486282474914e-05,16.009609957636428,RB,RB,0,surprisingli,0,1,0,0,0,0,0,0,1,0,0
suspect,4,7,3.0314972564949827e-05,15.009609957636428,NN,NN,0,suspect,0,0,0,1,0,1,0,0,0,0,-1
suspension,4,10,3.0314972564949827e-05,15.009609957636428,NN,NN,0,suspens,0,0,0,1,0,1,0,0,0,0,-1
suspicion,2,9,1.5157486282474914e-05,16.009609957636428,NN,NN,0,suspicion,0,0,0,1,0,1,0,0,0,0,-1
sweet,4,5,3.0314972564949827e-05,15.009609957636428,NNP,NN,0,sweet,0,1,0,0,1,0,1,0,1,1,1
sweetheart,1,10,7.578743141237457e-06,17.009609957636428,NNP,NN,0,sweetheart,0,1,0,0,1,0,1,1,0,1,1
swim,5,4,3.7893715706187286e-05,14.687681862749066,NN,NN,0,swim,0,1,0,1,1,0,1,0,0,0,1
sympathy,3,8,2.2736229423712372e-05,15.424647456915272,NN,NN,0,sympathi,0,0,0,0,0,0,1,1,0,0,1
symphony,3,8,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,symphoni,0,1,0,0,1,0,1,0,0,0,1
tackle,3,6,2.2736229423712372e-05,15.424647456915272,NN,NN,0,tackl,1,0,0,0,0,0,0,0,1,0,0
tactics,1,7,7.578743141237457e-06,17.009609957636428,NNS,NN,0,tactic,0,0,0,1,0,0,0,0,0,1,0
tax,27,3,0.0002046260648134,12.25472245547296,NN,NN,0,tax,0,0,0,0,0,1,0,1,0,0,-1
teacher,25,7,0.0001894685785309,12.365753767861705,NN,NN,0,teacher,0,0,0,0,0,0,1,0,0,1,1
tearful,2,7,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,tear,0,0,1,1,0,0,0,1,0,0,0
teens,1,5,7.578743141237457e-06,17.009609957636428,VBZ,VB,0,teen,0,0,0,0,0,1,1,0,0,0,0
tender,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,tender,0,0,0,0,1,0,1,0,0,1,1
terminal,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,termin,0,0,0,1,0,1,0,1,0,0,-1
terrible,3,8,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,terribl,1,0,1,1,0,1,0,1,0,0,-1
terror,4,6,3.0314972564949827e-05,15.009609957636428,NN,NN,0,terror,0,0,0,1,0,1,0,0,0,0,-1
thankful,2,8,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,thank,0,0,0,0,1,0,1,0,0,0,1
thanksgiving,2,12,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,thanksgiv,0,0,0,0,1,0,1,0,0,0,1
theft,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,theft,1,0,1,1,0,1,0,1,0,0,-1
theocratic,1,10,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,theocrat,1,0,0,1,0,1,0,1,0,1,-1
theory,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,theori,0,1,0,0,0,0,0,0,0,1,0
thief,4,5,3.0314972564949827e-05,15.009609957636428,NN,NN,0,thief,1,0,1,1,0,1,0,1,1,0,-1
thirst,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,thirst,0,1,0,0,0,0,0,1,1,0,0
thoughtful,1,10,7.578743141237457e-06,17.009609957636428,NNP,NN,0,thought,0,0,0,0,0,0,1,0,0,1,1
threat,9,6,6.820868827113711e-05,13.839684956194116,NN,NN,0,threat,1,0,0,1,0,1,0,0,0,0,-1
threaten,2,8,1.5157486282474914e-05,16.009609957636428,VBP,VB,0,threaten,1,1,0,1,0,1,0,0,0,0,-1
threatening,6,11,4.5472458847424745e-05,14.424647456915272,VBG,VB,0,threaten,1,0,1,1,0,1,0,0,0,0,-1
thrift,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,thrift,0,0,1,0,0,0,1,0,0,1,1
thrill,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,thrill,0,1,0,1,1,0,1,0,1,0,1
thriving,1,8,7.578743141237457e-06,17.009609957636428,VBG,VB,0,thrive,0,1,0,0,1,0,1,0,0,0,1
tickle,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,tickl,0,1,0,0,1,0,1,0,1,1,1
